area_code,type,diocese,sa_2022_code,very_good,good,fair,bad,very_bad,not_stated
127027010,ROI small area,"Tuam, Limerick and Killaloe",127027010,237,116,29,4,1,26
127079001,ROI small area,"Tuam, Limerick and Killaloe",127079001,199,124,33,1,0,17
037029001,ROI small area,"Tuam, Limerick and Killaloe",037029001,183,76,18,4,0,4
037024001,ROI small area,"Tuam, Limerick and Killaloe",037024001,132,74,17,2,0,4
037078001,ROI small area,"Tuam, Limerick and Killaloe",037078001,226,110,32,0,2,8
037046001,ROI small area,"Tuam, Limerick and Killaloe",037046001,144,78,18,3,0,2
037035002,ROI small area,"Tuam, Limerick and Killaloe",037035002,199,81,17,2,1,5
037138001,ROI small area,"Tuam, Limerick and Killaloe",037138001,78,38,11,2,1,4
037150001,ROI small area,"Tuam, Limerick and Killaloe",037150001,122,64,8,1,0,6
037011001,ROI small area,"Tuam, Limerick and Killaloe",037011001,119,63,15,3,0,52
037060001,ROI small area,"Tuam, Limerick and Killaloe",037060001,217,106,25,5,4,7
037090001,ROI small area,"Tuam, Limerick and Killaloe",037090001,80,59,14,3,2,0
037080001,ROI small area,"Tuam, Limerick and Killaloe",037080001,182,71,15,4,0,15
037092001,ROI small area,"Tuam, Limerick and Killaloe",037092001,92,86,11,3,0,12
037039001,ROI small area,"Tuam, Limerick and Killaloe",037039001,54,40,18,1,1,99
037023001,ROI small area,"Tuam, Limerick and Killaloe",037023001,102,33,8,1,0,14
037131001,ROI small area,"Tuam, Limerick and Killaloe",037131001,135,64,21,1,1,11
037017001,ROI small area,"Tuam, Limerick and Killaloe",037017001,120,50,16,2,1,23
037142001,ROI small area,"Tuam, Limerick and Killaloe",037142001,98,46,13,2,0,30
037131002,ROI small area,"Tuam, Limerick and Killaloe",037131002,183,75,15,2,1,16
037012001,ROI small area,"Tuam, Limerick and Killaloe",037012001,68,56,14,2,2,5
037086004,ROI small area,"Tuam, Limerick and Killaloe",037086004,93,73,11,3,0,15
077066003,ROI small area,"Tuam, Limerick and Killaloe",077066003,121,57,6,1,2,11
077148003,ROI small area,"Tuam, Limerick and Killaloe",077148003,156,68,14,0,0,6
047062001,ROI small area,"Tuam, Limerick and Killaloe",047062001,189,81,15,5,0,4
047272002,ROI small area,"Cork, Cloyne and Ross",047272002,211,75,9,5,0,2
047097002,ROI small area,"Cork, Cloyne and Ross",047097002,85,68,17,0,0,12
047114001,ROI small area,"Cork, Cloyne and Ross",047114001,136,87,21,3,0,7
047136005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA
047136008/01,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA
047262001,ROI small area,"Cork, Cloyne and Ross",047262001,162,78,23,0,1,4
047191001,ROI small area,"Cork, Cloyne and Ross",047191001,188,95,37,7,3,3
047058001,ROI small area,"Cork, Cloyne and Ross",047058001,230,91,13,1,0,6
047183002,ROI small area,"Cork, Cloyne and Ross",047183002,233,93,19,3,1,2
047226001,ROI small area,"Cork, Cloyne and Ross",047226001,319,123,24,1,2,8
047067001,ROI small area,"Cork, Cloyne and Ross",047067001,231,85,23,4,0,14
047244005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA
047028005,ROI small area,"Cork, Cloyne and Ross",047028005,183,78,16,2,1,6
047262002,ROI small area,"Cork, Cloyne and Ross",047262002,130,59,18,2,2,11
047250001,ROI small area,"Cork, Cloyne and Ross",047250001,346,84,21,3,0,5
047193001,ROI small area,"Cork, Cloyne and Ross",047193001,216,79,13,1,0,5
047153002,ROI small area,"Cork, Cloyne and Ross",047153002,234,110,28,3,1,7
047153001,ROI small area,"Cork, Cloyne and Ross",047153001,236,92,14,3,1,6
047224001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA
047053001,ROI small area,"Cork, Cloyne and Ross",047053001,187,83,18,4,0,7
047075003,ROI small area,"Cork, Cloyne and Ross",047075003,191,82,18,2,1,9
047075001,ROI small area,"Cork, Cloyne and Ross",047075001,184,93,22,4,0,14
047203001,ROI small area,"Cork, Cloyne and Ross",047203001,225,67,19,4,0,5
047162001,ROI small area,"Cork, Cloyne and Ross",047162001,134,61,8,3,0,9
047121001,ROI small area,"Tuam, Limerick and Killaloe",047121001,155,83,21,3,0,11
077054005,ROI small area,"Tuam, Limerick and Killaloe",077054005,191,100,22,3,2,4
077135001,ROI small area,"Tuam, Limerick and Killaloe",077135001,159,94,22,3,0,2
077063001,ROI small area,"Tuam, Limerick and Killaloe",077063001,111,76,13,1,1,2
077135002,ROI small area,"Tuam, Limerick and Killaloe",077135002,123,57,22,1,2,2
047228001,ROI small area,"Tuam, Limerick and Killaloe",047228001,121,53,17,1,0,2
047130002,ROI small area,"Tuam, Limerick and Killaloe",047130002,123,56,18,6,1,10
047130001,ROI small area,"Tuam, Limerick and Killaloe",047130001,125,66,51,7,1,6
047118001,ROI small area,"Cork, Cloyne and Ross",047118001,131,59,10,1,0,4
047055003/047055004,ROI small area,"Tuam, Limerick and Killaloe",047055003/047055004,131,70,15,5,1,2
047252002,ROI small area,"Tuam, Limerick and Killaloe",047252002,120,47,11,1,1,3
047029001,ROI small area,"Tuam, Limerick and Killaloe",047029001,175,89,18,5,0,8
047109001,ROI small area,"Tuam, Limerick and Killaloe",047109001,240,123,24,8,0,4
047179001,ROI small area,"Tuam, Limerick and Killaloe",047179001,193,133,30,6,3,11
047170001,ROI small area,"Tuam, Limerick and Killaloe",047170001,194,98,15,5,1,4
077139001,ROI small area,"Tuam, Limerick and Killaloe",077139001,109,38,17,4,2,4
077012001,ROI small area,"Tuam, Limerick and Killaloe",077012001,158,95,25,2,0,15
077078009,ROI small area,"Tuam, Limerick and Killaloe",077078009,72,39,16,5,0,2
077040001,ROI small area,"Tuam, Limerick and Killaloe",077040001,67,52,8,2,0,0
077099002,ROI small area,"Tuam, Limerick and Killaloe",077099002,119,74,20,0,1,2
077088001,ROI small area,"Tuam, Limerick and Killaloe",077088001,84,49,11,2,1,13
077120001,ROI small area,"Tuam, Limerick and Killaloe",077120001,60,44,6,0,0,5
077120002,ROI small area,"Tuam, Limerick and Killaloe",077120002,87,44,16,3,0,8
157121001,ROI small area,"Tuam, Limerick and Killaloe",157121001,55,49,25,4,4,9
157092001,ROI small area,"Tuam, Limerick and Killaloe",157092001,128,85,26,2,4,5
157093001,ROI small area,"Tuam, Limerick and Killaloe",157093001,35,40,24,4,0,6
157022001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA
207051001,ROI small area,"Tuam, Limerick and Killaloe",207051001,125,77,20,2,2,0
207016001,ROI small area,"Tuam, Limerick and Killaloe",207016001,52,39,9,1,1,15
207045001,ROI small area,"Tuam, Limerick and Killaloe",207045001,121,62,20,4,2,25
207063001/207075001,ROI small area,"Tuam, Limerick and Killaloe",207063001/207075001,129,86,29,0,0,16
207027001/207027003/207027004,ROI small area,"Kilmore, Elphin and Ardagh",207027001/207027003/207027004,136,76,20,3,0,26
137048001,ROI small area,"Kilmore, Elphin and Ardagh",137048001,127,64,23,1,0,23
197062001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA
207049002,ROI small area,"Tuam, Limerick and Killaloe",207049002,107,65,18,1,1,4
117071001,ROI small area,"Kilmore, Elphin and Ardagh",117071001,134,61,30,7,0,11
237045001,ROI small area,Meath and Kildare,237045001,213,131,32,5,0,23
117007001/117040001,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA
077043002/077043006,ROI small area,"Tuam, Limerick and Killaloe",077043002/077043006,79,51,11,2,0,1
077047002,ROI small area,"Tuam, Limerick and Killaloe",077047002,168,87,28,2,1,44
077091001,ROI small area,"Tuam, Limerick and Killaloe",077091001,207,136,20,0,0,4
077019001,ROI small area,"Tuam, Limerick and Killaloe",077019001,96,81,19,1,0,3
077068002,ROI small area,"Tuam, Limerick and Killaloe",077068002,238,121,15,2,1,17
077031002,ROI small area,"Tuam, Limerick and Killaloe",077031002,176,103,32,2,0,4
077138005,ROI small area,"Tuam, Limerick and Killaloe",077138005,80,43,10,4,0,8
077119001,ROI small area,"Tuam, Limerick and Killaloe",077119001,163,115,22,3,0,4
077103001,ROI small area,"Tuam, Limerick and Killaloe",077103001,108,70,15,2,1,5
077054004,ROI small area,"Tuam, Limerick and Killaloe",077054004,144,83,22,4,1,4
077103004,ROI small area,"Tuam, Limerick and Killaloe",077103004,105,75,18,1,0,9
077151002,ROI small area,"Tuam, Limerick and Killaloe",077151002,164,63,28,1,1,5
077111001,ROI small area,"Tuam, Limerick and Killaloe",077111001,168,64,28,5,1,7
077160025,ROI small area,"Tuam, Limerick and Killaloe",077160025,219,97,27,1,0,14
077025004,ROI small area,"Tuam, Limerick and Killaloe",077025004,214,111,37,6,1,9
077004004,ROI small area,"Tuam, Limerick and Killaloe",077004004,187,112,27,2,1,2
077001003,ROI small area,"Tuam, Limerick and Killaloe",077001003,104,73,14,0,0,0
077144002,ROI small area,"Tuam, Limerick and Killaloe",077144002,147,67,20,5,0,12
077094001,ROI small area,"Tuam, Limerick and Killaloe",077094001,146,66,21,2,0,1
077044002,ROI small area,"Tuam, Limerick and Killaloe",077044002,159,42,21,1,3,7
077017001,ROI small area,"Tuam, Limerick and Killaloe",077017001,237,110,24,3,0,10
077143001,ROI small area,"Tuam, Limerick and Killaloe",077143001,78,69,19,4,0,2
077113001,ROI small area,"Tuam, Limerick and Killaloe",077113001,94,98,31,2,0,9
077121002,ROI small area,"Tuam, Limerick and Killaloe",077121002,115,65,27,2,0,6
077118001,ROI small area,"Tuam, Limerick and Killaloe",077118001,107,68,15,0,3,5
077118003,ROI small area,"Tuam, Limerick and Killaloe",077118003,137,91,31,1,1,12
047131001,ROI small area,"Cork, Cloyne and Ross",047131001,123,96,23,5,0,13
047047001,ROI small area,"Cork, Cloyne and Ross",047047001,113,49,22,2,1,3
047113002,ROI small area,"Cork, Cloyne and Ross",047113002,92,41,21,4,2,10
047049001,ROI small area,"Cork, Cloyne and Ross",047049001,148,94,17,10,2,8
047048001,ROI small area,"Cork, Cloyne and Ross",047048001,108,49,13,4,0,4
047167002,ROI small area,"Cork, Cloyne and Ross",047167002,161,69,16,3,0,3
047092001,ROI small area,"Cork, Cloyne and Ross",047092001,109,80,17,2,0,5
047176002,ROI small area,"Cork, Cloyne and Ross",047176002,150,71,13,3,2,18
047127001,ROI small area,"Cork, Cloyne and Ross",047127001,132,78,16,0,0,16
047066001,ROI small area,"Cork, Cloyne and Ross",047066001,201,92,17,3,0,20
047074002,ROI small area,"Cork, Cloyne and Ross",047074002,124,51,16,4,1,36
047074001,ROI small area,"Cork, Cloyne and Ross",047074001,163,90,25,3,0,23
047301001,ROI small area,"Cork, Cloyne and Ross",047301001,195,87,16,0,1,5
047051001,ROI small area,"Cork, Cloyne and Ross",047051001,182,100,25,2,0,9
047264001,ROI small area,"Cork, Cloyne and Ross",047264001,156,57,17,1,0,3
047301002,ROI small area,"Cork, Cloyne and Ross",047301002,213,109,13,1,0,10
047172001,ROI small area,"Cork, Cloyne and Ross",047172001,188,80,13,2,1,25
047176001,ROI small area,"Cork, Cloyne and Ross",047176001,126,48,13,1,1,4
047242003,ROI small area,"Cork, Cloyne and Ross",047242003,203,94,25,0,0,21
047242001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA
047249001,ROI small area,"Cork, Cloyne and Ross",047249001,179,84,10,4,0,6
047006001,ROI small area,"Cork, Cloyne and Ross",047006001,195,69,13,2,0,7
127035001,ROI small area,"Tuam, Limerick and Killaloe",127035001,197,84,18,3,0,20
037106001,ROI small area,"Tuam, Limerick and Killaloe",037106001,129,66,20,6,0,11
037094001,ROI small area,"Tuam, Limerick and Killaloe",037094001,125,98,31,2,2,17
037139001,ROI small area,"Tuam, Limerick and Killaloe",037139001,117,74,9,4,1,2
037093001,ROI small area,"Tuam, Limerick and Killaloe",037093001,134,77,22,4,1,6
037019001,ROI small area,"Tuam, Limerick and Killaloe",037019001,127,74,19,1,2,2
037066002,ROI small area,"Tuam, Limerick and Killaloe",037066002,117,68,18,4,2,2
037076002,ROI small area,"Tuam, Limerick and Killaloe",037076002,73,62,18,1,0,1
037112002,ROI small area,"Tuam, Limerick and Killaloe",037112002,232,149,37,4,1,3
037030002,ROI small area,"Tuam, Limerick and Killaloe",037030002,267,154,37,2,0,10
037030001,ROI small area,"Tuam, Limerick and Killaloe",037030001,152,76,4,0,0,1
127085001,ROI small area,"Tuam, Limerick and Killaloe",127085001,195,119,24,7,1,4
127043002,ROI small area,"Tuam, Limerick and Killaloe",127043002,115,57,15,6,2,5
127043001,ROI small area,"Tuam, Limerick and Killaloe",127043001,136,89,25,5,0,5
037071002,ROI small area,"Tuam, Limerick and Killaloe",037071002,95,74,13,2,0,3
037010001,ROI small area,"Tuam, Limerick and Killaloe",037010001,111,84,22,4,1,9
037114002,ROI small area,"Tuam, Limerick and Killaloe",037114002,259,119,32,2,0,4
047010001,ROI small area,"Cork, Cloyne and Ross",047010001,218,118,23,3,2,10
047103001,ROI small area,"Cork, Cloyne and Ross",047103001,113,77,14,0,2,5
047205001/047205003,ROI small area,"Cork, Cloyne and Ross",047205001/047205003,162,71,22,1,1,7
047103003,ROI small area,"Cork, Cloyne and Ross",047103003,184,97,19,9,1,8
047322003,ROI small area,"Cork, Cloyne and Ross",047322003,242,118,24,2,0,80
227064001,ROI small area,"Cork, Cloyne and Ross",227064001,94,71,18,3,0,3
227047001,ROI small area,"Cork, Cloyne and Ross",227047001,250,82,39,6,2,8
227087001,ROI small area,"Cork, Cloyne and Ross",227087001,135,76,20,1,0,3
227053001,ROI small area,"Cork, Cloyne and Ross",227053001,146,72,16,1,1,4
227022002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA
227022001,ROI small area,"Cork, Cloyne and Ross",227022001,151,90,12,1,0,1
227046001,ROI small area,"Cork, Cloyne and Ross",227046001,136,69,29,0,0,7
227029001,ROI small area,"Cork, Cloyne and Ross",227029001,126,85,19,3,1,23
047195002,ROI small area,"Cork, Cloyne and Ross",047195002,239,94,19,5,1,9
047278002,ROI small area,"Cork, Cloyne and Ross",047278002,258,115,25,2,0,6
047158002,ROI small area,"Cork, Cloyne and Ross",047158002,128,54,10,3,0,4
047218007,ROI small area,"Cork, Cloyne and Ross",047218007,110,50,13,1,1,2
047218006,ROI small area,"Cork, Cloyne and Ross",047218006,179,73,17,3,1,12
047237001,ROI small area,"Cork, Cloyne and Ross",047237001,262,85,22,2,1,9
047227001,ROI small area,"Cork, Cloyne and Ross",047227001,133,71,16,1,0,5
047227004,ROI small area,"Cork, Cloyne and Ross",047227004,172,81,17,5,2,25
047122001,ROI small area,"Cork, Cloyne and Ross",047122001,253,128,26,6,1,15
227086001,ROI small area,"Cork, Cloyne and Ross",227086001,163,94,29,6,0,8
227063001,ROI small area,"Cork, Cloyne and Ross",227063001,159,59,18,1,0,4
047227002,ROI small area,"Cork, Cloyne and Ross",047227002,174,77,15,3,0,9
227067001/227067003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA
047080001,ROI small area,"Cork, Cloyne and Ross",047080001,106,79,26,3,2,6
227068001,ROI small area,"Cork, Cloyne and Ross",227068001,131,75,26,0,1,4
227021001,ROI small area,"Cork, Cloyne and Ross",227021001,108,84,20,4,1,1
227044001,ROI small area,"Cork, Cloyne and Ross",227044001,129,75,15,0,0,2
227004001,ROI small area,"Cork, Cloyne and Ross",227004001,200,104,22,2,1,12
047128002,ROI small area,"Cork, Cloyne and Ross",047128002,142,83,14,0,2,11
047258002,ROI small area,"Cork, Cloyne and Ross",047258002,161,92,11,4,0,2
047258001,ROI small area,"Cork, Cloyne and Ross",047258001,150,80,21,5,0,8
047307001,ROI small area,"Cork, Cloyne and Ross",047307001,190,122,19,1,1,4
127055002,ROI small area,"Cork, Cloyne and Ross",127055002,121,52,9,3,1,6
047020001,ROI small area,"Cork, Cloyne and Ross",047020001,177,114,21,3,1,9
047258020,ROI small area,"Cork, Cloyne and Ross",047258020,175,73,26,2,1,5
127093001,ROI small area,"Cork, Cloyne and Ross",127093001,181,80,29,3,0,22
127104001,ROI small area,"Cork, Cloyne and Ross",127104001,171,53,10,1,1,5
127086001,ROI small area,"Cork, Cloyne and Ross",127086001,141,88,24,6,2,9
047166001,ROI small area,"Cork, Cloyne and Ross",047166001,184,110,18,3,3,12
217024002,ROI small area,"Cork, Cloyne and Ross",217024002,140,56,28,2,1,4
217024001,ROI small area,"Cork, Cloyne and Ross",217024001,96,50,12,1,0,3
217048002,ROI small area,"Cork, Cloyne and Ross",217048002,86,59,15,1,1,10
217060001,ROI small area,"Cork, Cloyne and Ross",217060001,229,116,25,5,3,11
037144001,ROI small area,"Tuam, Limerick and Killaloe",037144001,82,58,13,4,0,4
037075001,ROI small area,"Tuam, Limerick and Killaloe",037075001,143,85,19,1,0,6
037129001,ROI small area,"Tuam, Limerick and Killaloe",037129001,63,28,14,4,1,1
037141001,ROI small area,"Tuam, Limerick and Killaloe",037141001,95,54,15,3,2,8
037141002,ROI small area,"Tuam, Limerick and Killaloe",037141002,141,88,24,3,0,12
037045001,ROI small area,"Tuam, Limerick and Killaloe",037045001,127,46,17,3,0,1
037088001,ROI small area,"Tuam, Limerick and Killaloe",037088001,175,122,28,5,0,17
037042002,ROI small area,"Tuam, Limerick and Killaloe",037042002,76,72,14,1,0,2
037025001,ROI small area,"Tuam, Limerick and Killaloe",037025001,44,21,5,0,1,0
067041002/067041003,ROI small area,"Tuam, Limerick and Killaloe",067041002/067041003,44,30,15,1,1,1
067087001/067087002,ROI small area,"Tuam, Limerick and Killaloe",067087001/067087002,47,35,8,1,0,6
067155004,ROI small area,"Tuam, Limerick and Killaloe",067155004,61,43,19,1,0,15
067155002,ROI small area,"Tuam, Limerick and Killaloe",067155002,117,120,69,1,0,17
067094001,ROI small area,"Tuam, Limerick and Killaloe",067094001,60,40,16,3,0,7
067194003/067194005,ROI small area,"Tuam, Limerick and Killaloe",067194003/067194005,49,39,10,3,1,4
067102005,ROI small area,"Tuam, Limerick and Killaloe",067102005,141,79,48,7,0,5
067200002/067200003,ROI small area,"Tuam, Limerick and Killaloe",067200002/067200003,54,37,17,3,1,3
067102001/067102006,ROI small area,"Tuam, Limerick and Killaloe",067102001/067102006,147,93,37,6,5,34
067074010/067074013,ROI small area,"Tuam, Limerick and Killaloe",067074010/067074013,138,39,32,4,0,20
067122001,ROI small area,"Tuam, Limerick and Killaloe",067122001,152,92,51,3,1,14
067200001/067200005,ROI small area,"Tuam, Limerick and Killaloe",067200001/067200005,104,92,31,4,0,6
067214001/067214006,ROI small area,"Tuam, Limerick and Killaloe",067214001/067214006,90,41,28,0,1,6
067214002/067214005,ROI small area,"Tuam, Limerick and Killaloe",067214002/067214005,42,27,18,3,1,8
067182003/067182004/067182005,ROI small area,"Tuam, Limerick and Killaloe",067182003/067182004/067182005,53,43,7,2,1,5
067186002,ROI small area,"Tuam, Limerick and Killaloe",067186002,72,37,25,4,1,1
067044002,ROI small area,"Tuam, Limerick and Killaloe",067044002,94,55,15,4,1,5
047219001,ROI small area,"Tuam, Limerick and Killaloe",047219001,99,88,23,3,0,3
047099001,ROI small area,"Tuam, Limerick and Killaloe",047099001,74,54,16,3,2,1
047098001,ROI small area,"Tuam, Limerick and Killaloe",047098001,108,73,26,2,0,5
077083002,ROI small area,"Tuam, Limerick and Killaloe",077083002,96,61,11,1,0,4
077083001,ROI small area,"Tuam, Limerick and Killaloe",077083001,120,57,17,3,2,3
127112002,ROI small area,"Tuam, Limerick and Killaloe",127112002,139,79,30,2,1,7
047225001,ROI small area,"Tuam, Limerick and Killaloe",047225001,109,56,12,2,0,4
047044001,ROI small area,"Tuam, Limerick and Killaloe",047044001,161,63,13,3,1,5
047161002,ROI small area,"Tuam, Limerick and Killaloe",047161002,114,66,16,1,0,1
047161001,ROI small area,"Tuam, Limerick and Killaloe",047161001,147,58,17,0,1,8
047043001,ROI small area,"Tuam, Limerick and Killaloe",047043001,141,89,16,3,3,42
047196001,ROI small area,"Cork, Cloyne and Ross",047196001,139,82,15,2,0,5
047299001,ROI small area,"Cork, Cloyne and Ross",047299001,61,31,11,2,2,0
047012002,ROI small area,"Cork, Cloyne and Ross",047012002,188,65,23,2,0,19
127021001,ROI small area,"Cork, Cloyne and Ross",127021001,134,69,17,4,0,0
047196003,ROI small area,"Cork, Cloyne and Ross",047196003,124,55,10,2,1,0
