area_code,type,diocese,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
047213002,ROI small area,"Cork, Cloyne and Ross",33,17,4,13,4,1,5,0,1,1,0,0,3,3
047163001/047163004,ROI small area,"Cork, Cloyne and Ross",15,7,0,7,2,0,2,1,0,0,0,0,0,3
047289002,ROI small area,"Cork, Cloyne and Ross",12,10,0,13,0,0,2,1,0,0,1,0,0,1
047116003/047116004,ROI small area,"Cork, Cloyne and Ross",29,14,2,8,2,0,2,0,1,2,1,0,1,3
077060001/077060002/077060003,ROI small area,"Tuam, Limerick and Killaloe",20,9,0,13,0,0,1,0,0,0,0,0,0,0
077036004/077036005/077036006,ROI small area,"Tuam, Limerick and Killaloe",12,6,1,9,2,0,1,1,0,0,0,0,2,0
047200001,ROI small area,"Cork, Cloyne and Ross",19,14,3,13,4,0,3,0,1,0,0,0,1,1
047200002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047123002,ROI small area,"Cork, Cloyne and Ross",21,15,1,15,7,0,2,0,1,0,2,1,1,1
047123001/047123004,ROI small area,"Cork, Cloyne and Ross",27,8,2,17,2,1,2,0,0,0,1,0,4,3
047188001/047188002,ROI small area,"Cork, Cloyne and Ross",10,13,0,11,1,1,2,0,2,0,0,1,2,0
077081001/077081003,ROI small area,"Cork, Cloyne and Ross",18,11,0,9,0,0,3,0,0,0,1,0,3,0
047312001/047312003/047312004,ROI small area,"Cork, Cloyne and Ross",22,10,3,15,1,0,1,0,1,0,0,1,0,0
047295001/047295009,ROI small area,"Cork, Cloyne and Ross",25,19,3,14,4,4,3,2,1,0,0,0,1,2
047289001,ROI small area,"Cork, Cloyne and Ross",17,12,2,9,0,0,1,0,0,0,0,0,0,1
047287001,ROI small area,"Cork, Cloyne and Ross",26,21,4,10,4,1,7,0,1,0,0,0,0,1
047144001/047144002,ROI small area,"Cork, Cloyne and Ross",25,21,7,24,5,2,6,1,3,1,0,0,1,3
047141001,ROI small area,"Cork, Cloyne and Ross",23,16,6,18,1,1,5,2,1,1,0,1,1,4
047157001/047157002,ROI small area,"Cork, Cloyne and Ross",29,24,5,15,1,1,5,3,2,0,0,1,3,1
047024004/047024007,ROI small area,"Cork, Cloyne and Ross",13,12,0,18,5,0,5,2,1,0,2,0,0,2
047024001,ROI small area,"Cork, Cloyne and Ross",23,13,0,22,3,0,7,1,2,0,0,0,0,1
047189001,ROI small area,"Cork, Cloyne and Ross",21,22,3,22,4,1,6,0,0,0,2,0,2,0
047003001,ROI small area,"Cork, Cloyne and Ross",26,21,4,45,2,2,8,1,3,1,0,1,1,0
047094001,ROI small area,"Cork, Cloyne and Ross",23,17,4,21,4,1,4,1,0,1,1,0,1,1
047021002,ROI small area,"Cork, Cloyne and Ross",28,10,4,9,1,0,3,1,1,0,0,0,1,3
047061001,ROI small area,"Cork, Cloyne and Ross",37,16,2,40,2,1,6,1,2,0,1,0,3,0
077081002,ROI small area,"Cork, Cloyne and Ross",17,13,2,12,0,0,2,0,1,0,0,1,3,2
077006002,ROI small area,"Cork, Cloyne and Ross",15,11,0,11,0,0,1,2,0,0,0,0,1,0
047002005,ROI small area,"Cork, Cloyne and Ross",13,12,3,16,1,0,0,1,0,0,0,1,1,1
047187002/047187003,ROI small area,"Cork, Cloyne and Ross",26,22,2,7,3,1,0,4,3,0,0,1,3,2
047187006,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047187001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047165001,ROI small area,"Cork, Cloyne and Ross",27,24,4,36,4,0,9,1,3,0,0,0,2,1
047160004/047160006,ROI small area,"Cork, Cloyne and Ross",22,19,3,20,2,0,6,3,3,1,1,1,2,1
047296002,ROI small area,"Tuam, Limerick and Killaloe",22,11,4,36,1,2,3,0,3,1,0,1,2,3
047315003,ROI small area,"Cork, Cloyne and Ross",20,9,2,26,3,2,8,0,2,0,0,1,0,0
047296001,ROI small area,"Cork, Cloyne and Ross",35,21,6,50,4,3,5,1,2,1,1,0,2,0
047315002,ROI small area,"Cork, Cloyne and Ross",13,7,2,31,3,0,5,1,1,0,0,3,2,3
077066002,ROI small area,"Tuam, Limerick and Killaloe",21,17,3,28,0,1,3,0,1,0,0,0,0,1
047046002,ROI small area,"Tuam, Limerick and Killaloe",14,13,2,13,6,2,6,2,2,1,1,0,1,7
047046001,ROI small area,"Tuam, Limerick and Killaloe",8,14,1,21,0,2,3,0,1,0,1,0,0,14
047043002,ROI small area,"Tuam, Limerick and Killaloe",29,16,2,22,6,0,3,0,4,0,2,2,3,2
047285001,ROI small area,"Cork, Cloyne and Ross",19,15,3,20,1,1,3,0,0,0,0,2,0,1
127113001,ROI small area,"Cork, Cloyne and Ross",21,23,5,48,4,3,7,0,3,1,0,2,5,2
047009001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127029001,ROI small area,"Cork, Cloyne and Ross",9,8,5,17,2,1,3,0,0,0,1,1,1,1
047314001,ROI small area,"Cork, Cloyne and Ross",22,17,3,26,0,1,4,3,0,0,0,3,3,2
047217001,ROI small area,"Cork, Cloyne and Ross",21,16,4,35,3,2,5,1,2,0,1,1,2,4
037027001,ROI small area,"Tuam, Limerick and Killaloe",14,12,0,26,2,1,2,0,4,0,0,2,3,1
037107002,ROI small area,"Tuam, Limerick and Killaloe",12,13,3,21,5,0,4,2,0,1,1,0,1,0
037063001,ROI small area,"Tuam, Limerick and Killaloe",24,20,5,38,4,1,6,0,1,0,0,2,0,1
037002002,ROI small area,"Tuam, Limerick and Killaloe",16,10,5,21,4,1,5,0,1,0,0,2,2,3
037123001,ROI small area,"Tuam, Limerick and Killaloe",30,21,4,26,6,0,6,1,0,0,0,0,1,2
037032001,ROI small area,"Tuam, Limerick and Killaloe",31,20,7,33,4,3,5,0,0,0,0,0,0,1
037117001,ROI small area,"Tuam, Limerick and Killaloe",26,13,2,48,5,2,6,1,0,2,0,2,1,7
037105001,ROI small area,"Tuam, Limerick and Killaloe",39,24,5,33,3,1,8,1,0,0,1,4,1,2
037062001,ROI small area,"Tuam, Limerick and Killaloe",24,14,3,26,2,2,4,0,1,1,0,2,2,2
037082001,ROI small area,"Tuam, Limerick and Killaloe",8,10,5,26,1,0,5,1,0,0,0,0,1,1
037007001,ROI small area,"Tuam, Limerick and Killaloe",28,15,2,47,1,0,4,0,2,0,0,2,1,3
037026001,ROI small area,"Tuam, Limerick and Killaloe",22,35,4,52,5,5,3,1,1,0,1,3,0,1
037050003,ROI small area,"Tuam, Limerick and Killaloe",19,27,3,40,3,2,3,1,3,0,0,0,1,2
037096003,ROI small area,"Tuam, Limerick and Killaloe",20,24,4,56,6,3,7,0,2,0,0,1,0,1
037055001,ROI small area,"Tuam, Limerick and Killaloe",28,29,4,46,4,1,7,2,0,1,0,0,0,2
037050002,ROI small area,"Tuam, Limerick and Killaloe",26,26,1,67,8,0,11,0,1,0,2,2,6,1
037141003,ROI small area,"Tuam, Limerick and Killaloe",28,21,1,43,6,3,6,0,3,0,1,2,1,0
127040001,ROI small area,"Tuam, Limerick and Killaloe",19,17,2,49,4,2,0,0,4,1,0,1,1,0
037053003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
037085002,ROI small area,"Tuam, Limerick and Killaloe",13,35,5,53,4,1,5,0,1,1,0,3,2,2
037009004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
037036001,ROI small area,"Tuam, Limerick and Killaloe",9,14,4,44,4,0,5,0,5,1,1,1,0,0
127026012,ROI small area,"Tuam, Limerick and Killaloe",23,27,6,42,6,4,9,3,5,0,2,3,3,10
127027010,ROI small area,"Tuam, Limerick and Killaloe",24,26,3,55,3,0,10,0,2,0,0,5,4,8
127079001,ROI small area,"Tuam, Limerick and Killaloe",20,23,0,57,3,4,7,2,2,0,0,1,3,2
037029001,ROI small area,"Tuam, Limerick and Killaloe",15,20,0,41,0,2,9,0,2,0,1,2,2,0
037024001,ROI small area,"Tuam, Limerick and Killaloe",12,9,5,30,7,2,2,1,3,0,0,1,0,2
037078001,ROI small area,"Tuam, Limerick and Killaloe",39,19,2,52,6,1,5,2,6,0,0,1,2,1
037046001,ROI small area,"Tuam, Limerick and Killaloe",24,18,3,32,2,0,2,1,1,0,0,0,5,0
037035002,ROI small area,"Tuam, Limerick and Killaloe",20,17,1,43,5,1,7,0,2,0,0,1,1,1
037138001,ROI small area,"Tuam, Limerick and Killaloe",12,10,2,17,1,1,0,2,2,0,0,1,2,1
037150001,ROI small area,"Tuam, Limerick and Killaloe",16,16,1,31,1,3,1,0,0,0,0,1,2,0
037011001,ROI small area,"Tuam, Limerick and Killaloe",23,15,1,29,3,2,4,0,0,0,0,1,3,12
037060001,ROI small area,"Tuam, Limerick and Killaloe",20,25,5,54,4,4,7,2,5,0,0,0,1,1
037090001,ROI small area,"Tuam, Limerick and Killaloe",9,9,2,21,2,1,7,0,0,0,0,1,2,0
037080001,ROI small area,"Tuam, Limerick and Killaloe",9,22,2,33,5,2,5,2,3,1,0,0,0,5
037092001,ROI small area,"Tuam, Limerick and Killaloe",29,16,2,23,4,1,5,0,0,0,2,0,3,2
037039001,ROI small area,"Tuam, Limerick and Killaloe",12,13,2,17,2,2,6,0,1,0,1,0,1,22
037023001,ROI small area,"Tuam, Limerick and Killaloe",12,10,1,18,1,0,9,1,1,0,1,0,0,3
037131001,ROI small area,"Tuam, Limerick and Killaloe",19,16,2,27,3,2,7,1,1,1,0,2,0,4
037017001,ROI small area,"Tuam, Limerick and Killaloe",15,8,1,26,6,0,4,0,2,1,2,0,0,6
037142001,ROI small area,"Tuam, Limerick and Killaloe",18,6,2,21,2,0,7,2,0,0,1,2,3,8
037131002,ROI small area,"Tuam, Limerick and Killaloe",13,20,3,40,2,4,4,3,0,0,2,1,0,5
037012001,ROI small area,"Tuam, Limerick and Killaloe",21,14,3,17,1,1,5,1,0,0,0,0,4,0
037086004,ROI small area,"Tuam, Limerick and Killaloe",23,12,2,18,4,0,4,1,2,0,0,1,0,4
077066003,ROI small area,"Tuam, Limerick and Killaloe",18,10,0,25,3,0,3,1,0,1,0,1,3,2
077148003,ROI small area,"Tuam, Limerick and Killaloe",18,16,1,37,1,2,6,0,0,0,1,1,4,0
047062001,ROI small area,"Tuam, Limerick and Killaloe",26,16,7,39,3,3,6,1,1,0,2,1,1,1
047272002,ROI small area,"Cork, Cloyne and Ross",28,17,2,38,3,2,7,0,4,0,0,2,2,1
047097002,ROI small area,"Cork, Cloyne and Ross",19,11,4,25,2,2,2,1,2,1,0,0,0,1
047114001,ROI small area,"Cork, Cloyne and Ross",21,21,0,28,3,0,8,1,3,0,0,1,3,3
047136005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047136008/01,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047262001,ROI small area,"Cork, Cloyne and Ross",22,16,1,42,4,2,6,0,1,0,0,0,1,0
047191001,ROI small area,"Cork, Cloyne and Ross",37,20,6,41,6,1,7,4,1,0,0,0,3,2
047058001,ROI small area,"Cork, Cloyne and Ross",12,20,6,54,1,1,6,0,3,0,0,1,3,2
047183002,ROI small area,"Cork, Cloyne and Ross",14,22,7,49,4,1,6,0,3,0,0,3,2,1
047226001,ROI small area,"Cork, Cloyne and Ross",18,26,3,70,4,1,7,1,3,0,1,4,4,3
047067001,ROI small area,"Cork, Cloyne and Ross",16,12,1,53,7,0,5,2,5,0,1,0,1,2
047244005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047028005,ROI small area,"Cork, Cloyne and Ross",13,17,6,45,5,0,5,2,1,1,0,0,0,1
047262002,ROI small area,"Cork, Cloyne and Ross",21,10,1,27,5,1,5,1,1,0,0,2,1,0
047250001,ROI small area,"Cork, Cloyne and Ross",8,22,9,78,4,1,3,2,5,0,0,0,1,1
047193001,ROI small area,"Cork, Cloyne and Ross",17,15,4,46,4,4,5,1,0,0,0,2,3,0
047153002,ROI small area,"Cork, Cloyne and Ross",20,27,6,48,6,2,6,3,3,0,0,2,2,1
047153001,ROI small area,"Cork, Cloyne and Ross",20,13,3,54,3,2,6,0,4,0,0,3,2,0
047224001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047053001,ROI small area,"Cork, Cloyne and Ross",12,19,2,42,2,0,6,2,2,0,2,3,3,0
047075003,ROI small area,"Cork, Cloyne and Ross",17,17,1,40,3,2,5,1,5,0,0,2,1,1
047075001,ROI small area,"Cork, Cloyne and Ross",17,13,6,45,5,3,6,0,3,2,0,1,5,1
047203001,ROI small area,"Cork, Cloyne and Ross",12,16,1,42,2,1,6,1,7,0,0,2,3,1
047162001,ROI small area,"Cork, Cloyne and Ross",9,14,1,30,3,2,6,0,0,0,1,0,3,2
047121001,ROI small area,"Tuam, Limerick and Killaloe",23,21,5,44,2,1,2,0,0,0,0,0,3,1
077054005,ROI small area,"Tuam, Limerick and Killaloe",20,23,6,47,1,0,5,0,0,0,1,3,4,1
077135001,ROI small area,"Tuam, Limerick and Killaloe",24,16,1,38,3,2,8,1,4,0,1,1,1,1
077063001,ROI small area,"Tuam, Limerick and Killaloe",13,13,0,23,4,3,5,1,3,0,0,1,3,1
077135002,ROI small area,"Tuam, Limerick and Killaloe",12,20,0,33,0,2,1,2,2,0,0,0,0,0
047228001,ROI small area,"Tuam, Limerick and Killaloe",21,14,1,27,2,1,8,1,0,0,0,0,0,0
047130002,ROI small area,"Tuam, Limerick and Killaloe",28,15,4,24,4,1,6,0,1,0,1,0,3,0
047130001,ROI small area,"Tuam, Limerick and Killaloe",17,14,1,31,1,0,6,0,0,0,0,0,4,1
047118001,ROI small area,"Cork, Cloyne and Ross",20,10,2,33,3,0,3,0,0,0,0,0,2,0
047055003/047055004,ROI small area,"Tuam, Limerick and Killaloe",24,9,4,23,6,1,14,0,0,0,0,1,2,3
047252002,ROI small area,"Tuam, Limerick and Killaloe",15,15,0,23,2,1,7,0,1,0,3,1,1,2
047029001,ROI small area,"Tuam, Limerick and Killaloe",27,12,4,42,1,2,5,1,3,1,1,1,1,1
047109001,ROI small area,"Tuam, Limerick and Killaloe",30,25,6,59,4,0,9,3,2,0,0,0,0,1
047179001,ROI small area,"Tuam, Limerick and Killaloe",39,29,5,43,9,3,13,3,2,0,0,0,2,1
047170001,ROI small area,"Tuam, Limerick and Killaloe",16,27,3,41,6,0,6,1,3,0,0,0,3,2
077139001,ROI small area,"Tuam, Limerick and Killaloe",21,13,2,18,0,1,6,0,2,0,1,0,1,1
077012001,ROI small area,"Tuam, Limerick and Killaloe",18,22,5,37,5,3,4,0,2,0,1,1,2,4
077078009,ROI small area,"Tuam, Limerick and Killaloe",11,7,3,11,2,0,1,0,0,0,1,1,2,0
077040001,ROI small area,"Tuam, Limerick and Killaloe",11,7,0,16,1,2,2,0,2,0,2,0,2,1
077099002,ROI small area,"Tuam, Limerick and Killaloe",22,11,4,35,1,0,1,0,0,0,0,0,2,0
077088001,ROI small area,"Tuam, Limerick and Killaloe",25,14,4,14,2,0,3,3,1,0,0,0,0,2
077120001,ROI small area,"Tuam, Limerick and Killaloe",18,10,3,12,3,0,1,0,0,0,0,0,2,0
077120002,ROI small area,"Tuam, Limerick and Killaloe",15,12,1,22,1,2,4,0,1,0,0,1,2,1
157121001,ROI small area,"Tuam, Limerick and Killaloe",23,14,0,11,1,1,3,1,2,0,2,2,0,2
157092001,ROI small area,"Tuam, Limerick and Killaloe",28,13,0,28,5,3,7,2,1,0,0,1,2,2
157093001,ROI small area,"Tuam, Limerick and Killaloe",18,7,1,13,0,2,4,0,1,0,0,0,3,1
157022001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207051001,ROI small area,"Tuam, Limerick and Killaloe",19,22,1,22,4,3,6,0,1,0,0,1,4,0
207016001,ROI small area,"Tuam, Limerick and Killaloe",10,15,1,11,1,1,2,1,0,0,0,0,1,4
207045001,ROI small area,"Tuam, Limerick and Killaloe",14,17,1,24,2,1,4,0,3,0,1,2,1,8
207063001/207075001,ROI small area,"Tuam, Limerick and Killaloe",22,15,2,29,6,3,6,0,2,0,0,0,3,5
207027001/207027003/207027004,ROI small area,"Kilmore, Elphin and Ardagh",16,18,2,37,4,0,6,1,0,0,1,1,3,5
137048001,ROI small area,"Kilmore, Elphin and Ardagh",15,17,1,35,0,1,2,1,2,0,1,0,2,5
197062001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207049002,ROI small area,"Tuam, Limerick and Killaloe",21,14,3,23,3,4,4,1,1,0,0,0,2,1
117071001,ROI small area,"Kilmore, Elphin and Ardagh",26,17,4,25,4,0,6,1,1,1,0,0,4,5
237045001,ROI small area,Meath and Kildare,34,25,5,47,4,1,10,2,5,1,1,1,4,6
117007001/117040001,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
077043002/077043006,ROI small area,"Tuam, Limerick and Killaloe",22,8,3,12,4,0,2,2,0,0,0,1,1,0
077047002,ROI small area,"Tuam, Limerick and Killaloe",27,21,0,53,3,1,1,3,1,0,0,0,4,2
077091001,ROI small area,"Tuam, Limerick and Killaloe",26,24,6,55,5,3,9,2,1,0,0,0,2,1
077019001,ROI small area,"Tuam, Limerick and Killaloe",17,15,0,32,1,1,2,0,2,0,0,0,2,2
077068002,ROI small area,"Tuam, Limerick and Killaloe",30,20,5,51,9,1,3,1,4,0,1,2,2,4
077031002,ROI small area,"Tuam, Limerick and Killaloe",15,20,3,45,1,1,8,0,3,0,1,0,5,2
077138005,ROI small area,"Tuam, Limerick and Killaloe",16,10,4,14,6,2,5,0,0,0,1,0,1,2
077119001,ROI small area,"Tuam, Limerick and Killaloe",21,20,5,43,3,3,7,0,2,0,1,2,2,1
077103001,ROI small area,"Tuam, Limerick and Killaloe",17,18,2,23,3,1,6,1,1,0,0,1,0,1
077054004,ROI small area,"Tuam, Limerick and Killaloe",23,17,3,31,10,0,6,1,1,0,0,0,5,0
077103004,ROI small area,"Tuam, Limerick and Killaloe",18,9,3,23,1,2,7,2,1,0,0,3,3,1
077151002,ROI small area,"Tuam, Limerick and Killaloe",18,20,3,34,1,1,8,2,2,1,0,1,2,0
077111001,ROI small area,"Tuam, Limerick and Killaloe",10,18,1,43,0,4,3,1,2,1,1,1,3,0
077160025,ROI small area,"Tuam, Limerick and Killaloe",14,29,4,53,3,2,9,1,3,0,0,1,4,3
077025004,ROI small area,"Tuam, Limerick and Killaloe",26,24,4,50,1,4,6,1,3,1,1,3,4,6
077004004,ROI small area,"Tuam, Limerick and Killaloe",13,23,1,44,5,3,4,0,3,0,2,3,4,1
077001003,ROI small area,"Tuam, Limerick and Killaloe",16,11,1,28,4,0,3,0,1,0,1,1,2,1
077144002,ROI small area,"Tuam, Limerick and Killaloe",15,12,4,37,0,1,5,0,1,0,3,1,3,3
077094001,ROI small area,"Tuam, Limerick and Killaloe",21,15,1,31,2,2,6,1,2,0,0,3,2,1
077044002,ROI small area,"Tuam, Limerick and Killaloe",24,19,2,32,4,0,4,0,2,1,0,0,3,1
077017001,ROI small area,"Tuam, Limerick and Killaloe",29,20,2,56,8,3,7,0,1,0,0,2,2,0
077143001,ROI small area,"Tuam, Limerick and Killaloe",14,17,4,20,0,1,4,0,2,0,1,1,2,1
077113001,ROI small area,"Tuam, Limerick and Killaloe",26,21,6,24,2,3,5,3,1,1,0,1,3,1
077121002,ROI small area,"Tuam, Limerick and Killaloe",24,18,3,23,4,1,1,1,7,0,0,0,4,0
077118001,ROI small area,"Tuam, Limerick and Killaloe",20,14,3,23,2,2,10,0,0,0,0,0,3,1
077118003,ROI small area,"Tuam, Limerick and Killaloe",25,17,2,34,7,3,5,0,3,0,0,0,3,0
047131001,ROI small area,"Cork, Cloyne and Ross",36,22,3,26,2,0,6,3,1,0,0,0,2,2
047047001,ROI small area,"Cork, Cloyne and Ross",19,8,1,18,4,4,4,0,1,1,0,0,2,1
047113002,ROI small area,"Cork, Cloyne and Ross",25,3,6,12,6,2,4,0,2,1,1,1,1,3
047049001,ROI small area,"Cork, Cloyne and Ross",25,13,4,34,2,7,9,0,3,0,1,1,2,2
047048001,ROI small area,"Cork, Cloyne and Ross",20,11,1,24,4,0,3,0,0,1,0,1,1,3
047167002,ROI small area,"Cork, Cloyne and Ross",29,16,5,31,2,0,3,1,2,0,0,0,0,1
047092001,ROI small area,"Cork, Cloyne and Ross",26,9,4,30,2,0,5,2,1,0,0,0,0,1
047176002,ROI small area,"Cork, Cloyne and Ross",28,14,5,34,4,2,2,0,1,0,2,0,0,3
047127001,ROI small area,"Cork, Cloyne and Ross",16,18,4,29,1,2,3,1,1,0,2,1,3,4
047066001,ROI small area,"Cork, Cloyne and Ross",27,18,4,46,4,1,9,1,0,0,0,1,6,6
047074002,ROI small area,"Cork, Cloyne and Ross",15,8,3,27,4,0,6,0,3,0,1,2,1,6
047074001,ROI small area,"Cork, Cloyne and Ross",21,15,7,35,3,1,2,0,3,0,1,1,4,5
047301001,ROI small area,"Cork, Cloyne and Ross",32,20,8,38,1,2,4,1,2,0,0,1,1,2
047051001,ROI small area,"Cork, Cloyne and Ross",22,18,3,56,2,1,0,0,0,0,1,0,1,3
047264001,ROI small area,"Cork, Cloyne and Ross",16,9,4,34,3,1,7,0,0,1,0,0,0,1
047301002,ROI small area,"Cork, Cloyne and Ross",22,10,5,42,6,3,8,2,7,0,0,2,0,1
047172001,ROI small area,"Cork, Cloyne and Ross",21,13,1,47,1,0,4,0,2,0,1,2,1,6
047176001,ROI small area,"Cork, Cloyne and Ross",16,12,2,25,1,2,5,2,2,0,0,1,2,0
047242003,ROI small area,"Cork, Cloyne and Ross",17,15,5,49,5,3,7,0,1,1,0,1,4,8
047242001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047249001,ROI small area,"Cork, Cloyne and Ross",16,17,0,44,2,1,2,0,3,0,0,0,3,1
047006001,ROI small area,"Cork, Cloyne and Ross",11,15,4,40,4,2,5,1,3,0,0,0,3,1
127035001,ROI small area,"Tuam, Limerick and Killaloe",13,16,1,46,3,0,6,2,4,0,2,1,1,2
037106001,ROI small area,"Tuam, Limerick and Killaloe",26,18,0,31,2,1,3,1,1,0,1,0,1,5
037094001,ROI small area,"Tuam, Limerick and Killaloe",22,23,1,37,5,2,5,0,1,0,0,0,1,6
037139001,ROI small area,"Tuam, Limerick and Killaloe",24,16,3,28,1,0,2,1,0,0,1,0,1,0
037093001,ROI small area,"Tuam, Limerick and Killaloe",29,23,4,27,2,0,5,1,1,0,2,1,3,1
037019001,ROI small area,"Tuam, Limerick and Killaloe",43,8,2,29,4,0,5,0,2,0,0,0,2,0
037066002,ROI small area,"Tuam, Limerick and Killaloe",17,20,4,16,5,1,4,2,3,0,0,2,1,0
037076002,ROI small area,"Tuam, Limerick and Killaloe",20,11,2,25,2,0,2,0,0,0,0,0,1,1
037112002,ROI small area,"Tuam, Limerick and Killaloe",30,40,4,59,3,6,4,0,2,1,0,1,0,1
037030002,ROI small area,"Tuam, Limerick and Killaloe",33,28,0,80,2,2,7,0,1,0,1,0,5,2
037030001,ROI small area,"Tuam, Limerick and Killaloe",6,10,3,40,1,0,5,0,0,0,0,2,0,0
127085001,ROI small area,"Tuam, Limerick and Killaloe",25,23,5,52,1,2,4,0,2,1,0,6,3,1
127043002,ROI small area,"Tuam, Limerick and Killaloe",21,16,4,23,0,2,4,2,3,0,1,1,1,1
127043001,ROI small area,"Tuam, Limerick and Killaloe",15,21,4,36,6,0,11,0,1,0,0,0,0,1
037071002,ROI small area,"Tuam, Limerick and Killaloe",11,15,4,23,1,3,6,0,0,0,1,1,1,0
037010001,ROI small area,"Tuam, Limerick and Killaloe",19,14,2,29,2,0,14,0,2,1,0,1,2,0
037114002,ROI small area,"Tuam, Limerick and Killaloe",20,24,3,71,3,1,3,2,3,0,0,0,2,0
047010001,ROI small area,"Cork, Cloyne and Ross",27,20,4,46,2,0,8,3,3,0,0,7,2,2
047103001,ROI small area,"Cork, Cloyne and Ross",20,18,2,25,1,0,6,0,2,0,0,2,2,1
047205001/047205003,ROI small area,"Cork, Cloyne and Ross",20,20,3,34,5,1,5,3,1,1,0,1,0,2
047103003,ROI small area,"Cork, Cloyne and Ross",13,22,5,44,4,0,4,1,3,0,0,0,2,2
047322003,ROI small area,"Cork, Cloyne and Ross",26,30,6,52,5,0,8,2,7,0,2,2,0,18
227064001,ROI small area,"Cork, Cloyne and Ross",19,22,1,17,6,1,6,1,2,0,0,0,1,0
227047001,ROI small area,"Cork, Cloyne and Ross",25,21,5,42,6,1,11,2,2,0,0,4,6,1
227087001,ROI small area,"Cork, Cloyne and Ross",25,14,3,26,8,1,4,0,3,0,0,1,0,0
227053001,ROI small area,"Cork, Cloyne and Ross",25,19,5,29,6,0,6,0,2,0,1,0,2,0
227022002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227022001,ROI small area,"Cork, Cloyne and Ross",22,20,4,29,5,1,4,1,2,0,1,0,0,3
227046001,ROI small area,"Cork, Cloyne and Ross",14,18,1,31,2,4,5,0,2,0,0,2,1,2
227029001,ROI small area,"Cork, Cloyne and Ross",15,16,5,35,4,0,4,1,3,0,0,0,2,1
047195002,ROI small area,"Cork, Cloyne and Ross",13,20,3,61,1,1,1,0,5,0,1,2,3,0
047278002,ROI small area,"Cork, Cloyne and Ross",15,28,5,57,3,1,2,1,6,0,0,2,3,4
047158002,ROI small area,"Cork, Cloyne and Ross",14,9,0,23,2,1,7,2,4,0,0,1,2,2
047218007,ROI small area,"Cork, Cloyne and Ross",8,17,1,24,0,0,4,1,1,0,0,1,5,1
047218006,ROI small area,"Cork, Cloyne and Ross",22,17,2,41,1,1,6,2,3,0,0,0,1,2
047237001,ROI small area,"Cork, Cloyne and Ross",20,19,2,59,1,3,4,1,5,0,0,1,3,1
047227001,ROI small area,"Cork, Cloyne and Ross",14,12,5,30,0,0,6,1,5,0,1,1,2,3
047227004,ROI small area,"Cork, Cloyne and Ross",18,23,1,39,4,2,4,2,1,0,0,1,2,5
047122001,ROI small area,"Cork, Cloyne and Ross",33,25,3,53,6,2,9,0,3,0,1,3,3,3
227086001,ROI small area,"Cork, Cloyne and Ross",21,27,3,40,4,0,5,0,2,1,0,2,2,1
227063001,ROI small area,"Cork, Cloyne and Ross",18,11,2,34,5,3,3,1,0,0,0,0,1,0
047227002,ROI small area,"Cork, Cloyne and Ross",21,15,4,38,4,2,5,0,2,1,0,2,2,3
227067001/227067003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
